"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
39,44708,10528,663,11,"Güzel hizmet, ama daha iyi olabilir.",628
21,88600,20325,695,5,"Ürünler kaliteli, ama fiyatlar yüksek.",750
30,53438,28308,627,7,"İnternetten daha iyi bekliyordum.",477
62,90062,32844,624,14,"Yeterli bir deneyim.",493
59,95428,32360,747,19,"Kaliteli, ama fiyat biraz yüksek.",381
67,41002,32405,629,2,"Güzel hizmet, ama daha iyi olabilir.",818
66,66153,39364,701,9,"Güzel hizmet, ama daha iyi olabilir.",373
37,52440,35936,716,10,"İnternetten daha iyi bekliyordum.",552
69,97501,27246,705,19,"İnternetten daha iyi bekliyordum.",761
30,62556,37792,673,17,"Yeterli bir deneyim.",322
34,97963,20554,668,7,"Yeterli bir deneyim.",88
53,36563,30704,607,18,"Yine de memnun kaldım.",91
50,35840,29878,722,6,"Yeterli bir deneyim.",376
18,45154,25413,696,9,"Yeterli bir deneyim.",974
32,54194,36543,700,8,"Kaliteli, ama fiyat biraz yüksek.",80
30,95020,32436,600,22,"Harika ürünler!",641
34,76861,24127,694,22,"Ürünler kaliteli, ama fiyatlar yüksek.",602
41,52448,34643,606,24,"Beklentilerimin altında.",99
25,53528,28026,661,9,"Yeterli bir deneyim.",589
67,59402,25693,710,24,"Kaliteli, ama fiyat biraz yüksek.",554
44,34352,19212,686,1,"Hizmet çok iyi, teşekkürler.",122
62,30184,15196,686,2,"Kaliteli, ama fiyat biraz yüksek.",799
40,40384,23850,722,22,"Beklentilerimin altında.",395
63,44319,16999,607,24,"Hizmet çok iyi, teşekkürler.",22
25,50449,17322,663,4,"Harika ürünler!",655
25,86333,13143,735,20,"Yine de memnun kaldım.",939
43,71205,23812,730,18,"Yine de memnun kaldım.",769
64,40426,27854,726,10,"Yeterli bir deneyim.",518
30,37504,15678,726,1,"Beklentilerimin altında.",276
56,86578,11382,715,10,"Güzel hizmet, ama daha iyi olabilir.",697
54,88209,31780,648,9,"Güzel hizmet, ama daha iyi olabilir.",94
66,63368,37506,729,23,"Harika ürünler!",918
45,82185,19528,726,13,"Yine de memnun kaldım.",381
42,38724,17114,736,15,"Kaliteli, ama fiyat biraz yüksek.",955
33,35084,37742,645,18,"Beklentilerimin altında.",376
19,64810,19434,664,13,"Ürünler kaliteli, ama fiyatlar yüksek.",24
35,50872,11705,689,5,"Harika ürünler!",290
34,98843,15997,628,2,"Yeterli bir deneyim.",226
47,32596,32447,632,7,"Güzel hizmet, ama daha iyi olabilir.",172
56,47167,17962,627,9,"Ürünler kaliteli, ama fiyatlar yüksek.",646
30,88326,21391,694,19,"Hizmet çok iyi, teşekkürler.",452
49,40782,24535,682,14,"Hizmet çok iyi, teşekkürler.",287
67,72002,34480,711,17,"Harika ürünler!",820
46,54022,28978,713,20,"Yeterli bir deneyim.",68
63,44618,22129,628,20,"Yine de memnun kaldım.",280
47,47245,36255,738,11,"Beklediğimden daha iyi.",862
35,40027,27699,701,22,"Yine de memnun kaldım.",979
30,43986,34523,703,5,"Yine de memnun kaldım.",341
60,33526,39402,647,12,"Beklediğimden daha iyi.",869
38,74361,18759,723,21,"Beklediğimden daha iyi.",332
47,97158,12704,710,9,"Ürünler kaliteli, ama fiyatlar yüksek.",742
38,68286,37027,623,17,"Beklediğimden daha iyi.",385
65,59533,36324,622,8,"Hizmet çok iyi, teşekkürler.",341
34,48316,15725,615,24,"Kaliteli, ama fiyat biraz yüksek.",316
57,38699,31075,626,8,"Beklentilerimin altında.",904
36,88465,35223,732,12,"Harika ürünler!",306
69,46673,36769,634,19,"İnternetten daha iyi bekliyordum.",769
32,53395,37384,655,10,"Kaliteli, ama fiyat biraz yüksek.",172
26,53707,10124,726,24,"Beklediğimden daha iyi.",543
69,86416,19729,737,2,"Harika ürünler!",199
27,38758,22767,637,24,"Ürünler kaliteli, ama fiyatlar yüksek.",591
61,97009,31481,608,8,"Beklentilerimin altında.",864
48,43281,14807,668,14,"Harika ürünler!",74
40,62548,28354,604,19,"Ürünler kaliteli, ama fiyatlar yüksek.",927
69,48371,26009,683,4,"Yine de memnun kaldım.",775
47,49644,29146,738,9,"Kaliteli, ama fiyat biraz yüksek.",991
50,53874,31901,659,13,"Ürünler kaliteli, ama fiyatlar yüksek.",596
69,44281,36393,734,9,"Harika ürünler!",216
26,98787,27198,666,13,"Hizmet çok iyi, teşekkürler.",632
64,52289,13101,668,16,"Harika ürünler!",531
18,35054,38727,676,22,"Güzel hizmet, ama daha iyi olabilir.",448
61,96846,11654,743,1,"İnternetten daha iyi bekliyordum.",660
52,79769,26515,717,8,"Ürünler kaliteli, ama fiyatlar yüksek.",6
28,59312,34806,611,9,"Yeterli bir deneyim.",888
51,34257,10394,626,24,"Güzel hizmet, ama daha iyi olabilir.",889
33,45846,17319,684,13,"Harika ürünler!",984
26,52483,13573,707,17,"Ürünler kaliteli, ama fiyatlar yüksek.",392
49,56558,19173,654,22,"İnternetten daha iyi bekliyordum.",597
32,73188,17106,651,9,"Yine de memnun kaldım.",385
29,43012,35508,636,7,"İnternetten daha iyi bekliyordum.",500
50,63236,32009,712,23,"Beklediğimden daha iyi.",146
62,75076,35985,719,20,"Güzel hizmet, ama daha iyi olabilir.",315
31,78402,21147,614,23,"Yeterli bir deneyim.",453
25,62076,31012,683,10,"Hizmet çok iyi, teşekkürler.",186
25,47335,15060,682,21,"Kaliteli, ama fiyat biraz yüksek.",324
44,73773,26326,664,5,"Beklediğimden daha iyi.",812
29,82158,34131,602,17,"Güzel hizmet, ama daha iyi olabilir.",317
18,58570,32653,704,2,"Beklentilerimin altında.",393
60,70658,22842,732,9,"Yine de memnun kaldım.",378
57,89184,20933,736,2,"Beklediğimden daha iyi.",704
59,88194,16632,728,10,"Hizmet çok iyi, teşekkürler.",793
68,97507,16755,629,12,"Beklediğimden daha iyi.",473
28,63959,21130,670,2,"Harika ürünler!",699
56,83072,32973,747,15,"Harika ürünler!",17
60,75588,15589,692,3,"Yine de memnun kaldım.",826
48,70533,21612,626,2,"Beklediğimden daha iyi.",148
34,98582,24843,662,7,"Ürünler kaliteli, ama fiyatlar yüksek.",557
50,91743,28888,680,9,"Yeterli bir deneyim.",11
49,74518,29417,630,11,"Hizmet çok iyi, teşekkürler.",741
46,42703,38555,746,22,"İnternetten daha iyi bekliyordum.",461
38,79456,22015,713,16,"Beklentilerimin altında.",624
38,85491,22672,701,7,"Harika ürünler!",159
57,38043,35287,692,13,"Yeterli bir deneyim.",934
40,98340,12976,734,3,"Yeterli bir deneyim.",738
23,40176,27855,670,11,"Yeterli bir deneyim.",976
39,33936,21891,685,3,"Ürünler kaliteli, ama fiyatlar yüksek.",694
67,61174,37762,735,15,"Yine de memnun kaldım.",566
55,55909,16595,627,8,"Beklediğimden daha iyi.",265
54,74158,39325,681,7,"Ürünler kaliteli, ama fiyatlar yüksek.",546
62,38366,27526,694,5,"Harika ürünler!",79
68,84337,23404,616,6,"Ürünler kaliteli, ama fiyatlar yüksek.",517
25,89331,38557,738,19,"İnternetten daha iyi bekliyordum.",638
58,92197,28952,742,3,"Harika ürünler!",67
66,80924,27992,694,11,"Beklediğimden daha iyi.",701
52,58842,22825,720,6,"Ürünler kaliteli, ama fiyatlar yüksek.",243
68,47458,31936,605,24,"Yine de memnun kaldım.",8
28,95382,38398,611,21,"Beklentilerimin altında.",156
41,41170,28281,686,14,"Yeterli bir deneyim.",582
66,74942,12192,702,17,"İnternetten daha iyi bekliyordum.",463
38,46208,22264,703,3,"Beklentilerimin altında.",645
68,65178,11091,634,24,"Güzel hizmet, ama daha iyi olabilir.",299
19,39039,27083,666,4,"İnternetten daha iyi bekliyordum.",319
57,44990,30476,705,9,"Beklediğimden daha iyi.",248
36,36441,20093,691,13,"Kaliteli, ama fiyat biraz yüksek.",322
56,75959,12178,662,6,"Yine de memnun kaldım.",555
45,56862,27116,682,10,"İnternetten daha iyi bekliyordum.",627
34,57273,23592,681,20,"Yine de memnun kaldım.",461
23,72500,18704,630,20,"Kaliteli, ama fiyat biraz yüksek.",397
36,33956,12687,636,21,"Beklentilerimin altında.",392
55,32365,38672,732,13,"İnternetten daha iyi bekliyordum.",227
45,35000,13756,714,23,"Ürünler kaliteli, ama fiyatlar yüksek.",918
19,87072,16061,720,14,"Kaliteli, ama fiyat biraz yüksek.",568
55,82499,18623,731,12,"Yeterli bir deneyim.",243
54,99211,32918,717,23,"Hizmet çok iyi, teşekkürler.",56
68,42907,31769,637,13,"Beklediğimden daha iyi.",142
69,47336,14494,709,10,"Beklentilerimin altında.",191
21,82331,35383,746,7,"Yine de memnun kaldım.",518
39,98783,11279,625,5,"Beklentilerimin altında.",403
43,99951,16538,726,12,"Kaliteli, ama fiyat biraz yüksek.",959
66,82509,39623,651,2,"Beklediğimden daha iyi.",274
60,36472,12221,717,8,"Yine de memnun kaldım.",645
53,52380,15164,660,8,"Beklentilerimin altında.",946
30,57280,10854,749,19,"Ürünler kaliteli, ama fiyatlar yüksek.",38
69,51859,13212,744,5,"Beklediğimden daha iyi.",192
49,78402,28970,738,8,"Beklentilerimin altında.",326
34,38262,31224,710,10,"İnternetten daha iyi bekliyordum.",482
58,41066,29152,648,13,"Beklentilerimin altında.",24
53,45554,24385,706,9,"Kaliteli, ama fiyat biraz yüksek.",101
63,37008,33612,692,7,"Beklentilerimin altında.",662
36,46238,22530,723,20,"Yeterli bir deneyim.",216
52,47153,13340,660,20,"Güzel hizmet, ama daha iyi olabilir.",741
63,89353,31643,739,19,"Beklediğimden daha iyi.",953
57,82092,37804,740,11,"Beklediğimden daha iyi.",266
45,73152,33124,657,8,"Güzel hizmet, ama daha iyi olabilir.",161
18,79104,19811,610,22,"Beklentilerimin altında.",286
59,54283,10275,738,16,"Yeterli bir deneyim.",677
35,76429,33582,721,10,"Beklentilerimin altında.",885
65,84957,22295,704,6,"Harika ürünler!",881
57,58887,30247,635,10,"Yeterli bir deneyim.",246
50,76172,10714,729,10,"İnternetten daha iyi bekliyordum.",173
29,34355,16054,686,19,"İnternetten daha iyi bekliyordum.",395
25,63701,36656,660,4,"Ürünler kaliteli, ama fiyatlar yüksek.",8
41,71534,10809,677,19,"Hizmet çok iyi, teşekkürler.",908
33,91274,30110,648,3,"Ürünler kaliteli, ama fiyatlar yüksek.",447
67,42279,23215,739,17,"Beklentilerimin altında.",787
21,73491,30362,605,14,"Yine de memnun kaldım.",570
55,38261,19053,643,10,"Güzel hizmet, ama daha iyi olabilir.",596
61,34474,10036,622,6,"Beklentilerimin altında.",661
44,58390,34498,714,16,"Beklentilerimin altında.",320
26,56925,38387,697,9,"Harika ürünler!",999
64,89051,20273,707,21,"Kaliteli, ama fiyat biraz yüksek.",571
33,34787,35030,695,12,"Kaliteli, ama fiyat biraz yüksek.",124
29,88177,39115,625,12,"Ürünler kaliteli, ama fiyatlar yüksek.",40
48,73724,29692,734,14,"Kaliteli, ama fiyat biraz yüksek.",336
41,40663,22499,632,2,"Kaliteli, ama fiyat biraz yüksek.",684
31,46120,21403,681,10,"Kaliteli, ama fiyat biraz yüksek.",771
62,52740,25037,747,4,"Yine de memnun kaldım.",325
42,32035,29039,694,6,"Kaliteli, ama fiyat biraz yüksek.",684
51,87443,24017,728,23,"Yine de memnun kaldım.",185
20,97388,27365,606,13,"Yine de memnun kaldım.",240
41,82335,24696,723,23,"Harika ürünler!",338
59,73315,16447,657,14,"Yeterli bir deneyim.",93
26,94165,22583,685,4,"Güzel hizmet, ama daha iyi olabilir.",918
43,76627,10151,633,10,"Hizmet çok iyi, teşekkürler.",415
37,38303,24257,650,10,"Beklentilerimin altında.",62
57,79334,21486,719,5,"Beklediğimden daha iyi.",732
27,85892,23507,737,4,"Kaliteli, ama fiyat biraz yüksek.",519
36,91196,35175,710,12,"Hizmet çok iyi, teşekkürler.",724
20,95700,19514,705,22,"Yeterli bir deneyim.",208
41,69726,15648,625,14,"Beklentilerimin altında.",208
22,79606,11511,631,7,"İnternetten daha iyi bekliyordum.",375
20,60694,28642,723,2,"Hizmet çok iyi, teşekkürler.",84
44,61253,26615,611,14,"Hizmet çok iyi, teşekkürler.",206
33,54230,29126,686,10,"Beklentilerimin altında.",346
66,83974,34225,677,16,"Beklentilerimin altında.",664
32,93545,30846,633,3,"Yine de memnun kaldım.",160
52,46925,39152,669,8,"Yine de memnun kaldım.",449
29,36033,17749,607,23,"Harika ürünler!",115
58,92461,10571,680,17,"İnternetten daha iyi bekliyordum.",361
61,32665,27586,625,4,"Harika ürünler!",250
43,57025,36083,656,21,"Ürünler kaliteli, ama fiyatlar yüksek.",911
64,53533,36188,734,19,"İnternetten daha iyi bekliyordum.",182
51,75897,38142,625,15,"Yine de memnun kaldım.",675
40,50998,22232,713,20,"Yine de memnun kaldım.",327
48,91248,19762,717,10,"Yine de memnun kaldım.",591
67,53057,23217,715,10,"Güzel hizmet, ama daha iyi olabilir.",6
37,97173,19231,646,23,"Beklentilerimin altında.",836
29,68734,16609,701,24,"Hizmet çok iyi, teşekkürler.",598
40,92072,36001,723,12,"Kaliteli, ama fiyat biraz yüksek.",519
21,94175,24629,623,9,"Hizmet çok iyi, teşekkürler.",386
40,93783,22273,629,15,"Yeterli bir deneyim.",930
65,81042,26554,653,18,"Hizmet çok iyi, teşekkürler.",369
65,82357,15151,666,20,"Yine de memnun kaldım.",547
18,38669,16406,631,1,"İnternetten daha iyi bekliyordum.",762
42,97902,39910,607,3,"İnternetten daha iyi bekliyordum.",611
19,48910,24294,645,8,"Harika ürünler!",78
47,86959,24893,679,7,"Kaliteli, ama fiyat biraz yüksek.",797
20,30366,10188,634,15,"İnternetten daha iyi bekliyordum.",782
38,78415,23073,688,8,"Yeterli bir deneyim.",220
42,39907,31062,678,15,"İnternetten daha iyi bekliyordum.",707
37,62780,17145,735,22,"Kaliteli, ama fiyat biraz yüksek.",737
66,87879,15927,633,5,"Kaliteli, ama fiyat biraz yüksek.",598
69,65085,10599,624,12,"Kaliteli, ama fiyat biraz yüksek.",569
39,95499,23133,712,12,"Beklediğimden daha iyi.",994
38,50426,22209,682,9,"Beklediğimden daha iyi.",411
50,78197,21524,642,21,"Harika ürünler!",478
69,37485,24317,725,9,"Beklediğimden daha iyi.",681
55,79527,31685,612,15,"Güzel hizmet, ama daha iyi olabilir.",96
32,94600,29960,724,15,"Hizmet çok iyi, teşekkürler.",657
63,98748,36965,675,20,"Hizmet çok iyi, teşekkürler.",900
69,88528,19145,686,12,"Harika ürünler!",392
32,57799,24357,703,5,"Yine de memnun kaldım.",467
63,76339,31577,729,1,"Beklediğimden daha iyi.",869
42,46087,19817,639,22,"Beklediğimden daha iyi.",370
38,37446,11870,622,19,"İnternetten daha iyi bekliyordum.",392
41,80460,30645,668,11,"Harika ürünler!",17
22,88260,28408,633,18,"Beklediğimden daha iyi.",183
23,44877,22521,654,6,"İnternetten daha iyi bekliyordum.",142
66,54723,31878,705,17,"Beklediğimden daha iyi.",462
60,42943,35216,603,14,"Harika ürünler!",506
65,40306,15453,669,12,"Yine de memnun kaldım.",333
61,66784,11827,646,5,"Ürünler kaliteli, ama fiyatlar yüksek.",61
64,50455,31086,713,7,"Hizmet çok iyi, teşekkürler.",162
40,59974,26923,716,16,"İnternetten daha iyi bekliyordum.",551
21,57371,26225,717,9,"Ürünler kaliteli, ama fiyatlar yüksek.",178
44,33936,17202,606,23,"Ürünler kaliteli, ama fiyatlar yüksek.",234
35,63166,36941,712,15,"Hizmet çok iyi, teşekkürler.",891
38,55727,14438,697,4,"Beklentilerimin altında.",59
45,93969,29885,628,20,"İnternetten daha iyi bekliyordum.",227
52,58368,22139,714,23,"Ürünler kaliteli, ama fiyatlar yüksek.",238
39,98531,21218,739,24,"Kaliteli, ama fiyat biraz yüksek.",567
57,69097,22924,744,7,"Harika ürünler!",745
40,64984,29921,636,14,"Beklediğimden daha iyi.",83
20,80859,38750,633,4,"Beklentilerimin altında.",714
57,74291,16716,733,4,"Hizmet çok iyi, teşekkürler.",40
67,95228,37072,695,24,"Hizmet çok iyi, teşekkürler.",437
27,52150,26088,672,14,"Güzel hizmet, ama daha iyi olabilir.",528
42,52061,16818,721,7,"Beklediğimden daha iyi.",104
69,59178,32584,749,15,"Güzel hizmet, ama daha iyi olabilir.",536
66,86790,14286,609,12,"Beklentilerimin altında.",381
25,95696,14739,628,14,"Kaliteli, ama fiyat biraz yüksek.",92
28,45648,12089,738,13,"Beklediğimden daha iyi.",214
22,91779,15605,691,19,"Beklentilerimin altında.",904
62,66672,33724,655,12,"İnternetten daha iyi bekliyordum.",695
54,99109,16822,684,16,"İnternetten daha iyi bekliyordum.",216
62,90521,13321,694,16,"Yeterli bir deneyim.",488
55,64593,21773,657,1,"Hizmet çok iyi, teşekkürler.",150
46,43786,28933,651,15,"Harika ürünler!",373
22,39815,11216,660,5,"Beklentilerimin altında.",769
26,51966,14885,616,6,"Hizmet çok iyi, teşekkürler.",812
65,43794,22170,629,21,"Kaliteli, ama fiyat biraz yüksek.",630
19,61423,33277,671,17,"Yine de memnun kaldım.",448
18,51302,18933,636,11,"Hizmet çok iyi, teşekkürler.",421
57,91064,32692,732,4,"Güzel hizmet, ama daha iyi olabilir.",645
68,57835,38761,679,18,"Ürünler kaliteli, ama fiyatlar yüksek.",943
47,79282,19906,728,20,"Yeterli bir deneyim.",939
28,82714,31466,736,14,"Beklentilerimin altında.",206
45,97035,33609,670,23,"Güzel hizmet, ama daha iyi olabilir.",774
61,53814,22236,706,9,"Güzel hizmet, ama daha iyi olabilir.",833
29,54089,33814,732,3,"Güzel hizmet, ama daha iyi olabilir.",701
56,85831,35223,720,3,"Hizmet çok iyi, teşekkürler.",669
43,62746,12797,674,11,"Yeterli bir deneyim.",476
30,81940,10818,667,20,"Güzel hizmet, ama daha iyi olabilir.",587
25,66476,18434,737,23,"Beklediğimden daha iyi.",563
45,56283,33190,697,22,"İnternetten daha iyi bekliyordum.",225
47,31769,33385,731,5,"Beklediğimden daha iyi.",605
26,72278,17926,651,4,"Kaliteli, ama fiyat biraz yüksek.",803
56,76994,38890,673,12,"Beklentilerimin altında.",802
48,92898,30488,617,24,"İnternetten daha iyi bekliyordum.",833
38,45634,22717,675,12,"Beklediğimden daha iyi.",689
64,40965,22069,707,4,"İnternetten daha iyi bekliyordum.",386
51,57566,34430,659,3,"Harika ürünler!",105
48,82196,10012,636,23,"Beklentilerimin altında.",75
69,78285,15894,676,2,"Yeterli bir deneyim.",515
42,85499,33434,745,4,"Kaliteli, ama fiyat biraz yüksek.",822
29,49420,29401,725,24,"Beklentilerimin altında.",947
18,55236,17392,628,4,"Beklentilerimin altında.",186
39,36218,26102,707,7,"Beklentilerimin altında.",966
57,79892,10689,629,2,"Beklentilerimin altında.",531
54,94057,32262,718,11,"Harika ürünler!",274
64,41226,29522,701,5,"İnternetten daha iyi bekliyordum.",647
18,82271,34360,606,13,"Ürünler kaliteli, ama fiyatlar yüksek.",962
18,40046,21932,673,4,"Ürünler kaliteli, ama fiyatlar yüksek.",538
59,67117,35252,636,9,"Hizmet çok iyi, teşekkürler.",974
59,34965,21766,626,7,"Ürünler kaliteli, ama fiyatlar yüksek.",647
38,89478,32711,620,13,"Beklentilerimin altında.",17
32,87277,23292,642,10,"Güzel hizmet, ama daha iyi olabilir.",284
34,89613,30687,650,7,"Beklentilerimin altında.",301
39,47373,24863,692,18,"Yine de memnun kaldım.",498
55,75452,35899,670,18,"Harika ürünler!",931
52,80089,37441,612,2,"Kaliteli, ama fiyat biraz yüksek.",898
62,36654,27386,708,21,"Ürünler kaliteli, ama fiyatlar yüksek.",904
33,61280,17408,713,1,"Harika ürünler!",649
25,86141,20694,724,13,"Hizmet çok iyi, teşekkürler.",743
64,97894,18142,704,23,"Hizmet çok iyi, teşekkürler.",851
34,56583,11765,740,2,"Hizmet çok iyi, teşekkürler.",961
34,36360,25237,636,4,"Beklediğimden daha iyi.",256
43,83968,36129,739,9,"Harika ürünler!",218
30,33743,15778,617,8,"Kaliteli, ama fiyat biraz yüksek.",643
34,37159,12291,721,18,"Hizmet çok iyi, teşekkürler.",943
55,62151,34114,684,16,"Yine de memnun kaldım.",356
34,30518,36561,716,4,"Yine de memnun kaldım.",255
65,46652,14866,717,4,"Kaliteli, ama fiyat biraz yüksek.",607
31,72348,18429,661,18,"Hizmet çok iyi, teşekkürler.",273
62,54395,37893,623,2,"Hizmet çok iyi, teşekkürler.",333
23,32335,20584,659,21,"İnternetten daha iyi bekliyordum.",812
52,30500,21747,744,11,"Hizmet çok iyi, teşekkürler.",367
63,38083,32837,705,20,"Güzel hizmet, ama daha iyi olabilir.",14
31,35543,27968,659,24,"Kaliteli, ama fiyat biraz yüksek.",178
64,98812,11307,608,4,"Kaliteli, ama fiyat biraz yüksek.",444
25,82237,12085,742,24,"Harika ürünler!",771
32,36613,36395,676,14,"Yine de memnun kaldım.",402
44,96863,26415,680,21,"Beklediğimden daha iyi.",87
30,70540,34104,725,17,"Ürünler kaliteli, ama fiyatlar yüksek.",93
66,56255,10291,736,8,"Kaliteli, ama fiyat biraz yüksek.",844
48,52068,13686,655,1,"Beklediğimden daha iyi.",394
52,79057,22579,693,19,"Yine de memnun kaldım.",27
